t_d	Normalized Data	t_d	ΔT_ph	ΔT_e	ΔT_m
0	0	0.137068534267134	12.2165739243455	52.9517451032937	33.8583028417898
0	0	0.138819409704852	12.254103561811	52.971126212806	33.9418578262979
0	0	0.140570285142571	12.2916062799857	52.98950605122	34.0251301601094
0	0	0.14232116058029	12.3290811285275	53.006892439535	34.1081167200533
0	0	0.144072036018009	12.3665271661005	53.0232932684051	34.1908144308844
0	0	0.145822911455728	12.4039434604131	53.0387164625573	34.2732202653083
0	0	0.147573786893446	12.4413290882218	53.0531699495844	34.3553312438593
0	0	0.149324662331166	12.4786831353125	53.0666616423793	34.4371444346716
0	0	0.151075537768884	12.5160046964634	53.0791994215154	34.518656953173
0	0	0.152826413206603	12.5532928753969	53.0907911267386	34.5998659617222
0	0	0.154577288644322	12.5905467798721	53.1014348039715	34.6807686479181
0	0	0.156328164082041	12.6277655134191	53.1111217356343	34.7613621882957
0	0	0.15807903951976	12.6649481757322	53.1198508080456	34.8416437501726
0	0	0.159829914957479	12.7020938690395	53.1276260534299	34.9216105195287
0	0	0.161580790395198	12.7392017011743	53.1344524351859	35.0012597142184
0	0	0.163331665832916	12.776270786382	53.1403355784073	35.0805885873342
0	0	0.165082541270635	12.813300245874	53.1452815792974	35.1595944295467
0	0	0.166833416708354	12.850289208212	53.1492968713942	35.2382745707218
0	0	0.168584292146073	12.8872368095763	53.1523881231518	35.3166263810121
0	0	0.170335167583792	12.9241421939477	53.1545621658395	35.3946472715581
0	0	0.172086043021511	12.9610045132267	53.1558259361473	35.4723346949022
0	0	0.17383691845923	12.9978229273047	53.1561864362171	35.5496861451843
0	0	0.175587793896948	13.0345965879347	53.155618219231	35.6266990872051
0	0	0.177338669334667	13.0713245800339	53.1540104668529	35.7033706990561
0	0	0.179089544772386	13.1080058862827	53.1512668934454	35.7796977183371
0	0	0.180840420210105	13.1446394305368	53.1473637705662	35.8556766341048
0	0	0.182591295647824	13.1812241186414	53.1422859539534	35.9313038652711
0	0	0.184342171085543	13.2177588460694	53.1360244140624	36.0065757932023
0	0	0.186093046523262	13.2542425032575	53.1285746643634	36.0814887853141
0	0	0.18784392196098	13.2906739794844	53.1199355763123	36.156039212515
0	0	0.189594797398699	13.3270521657385	53.1101085453731	36.230223462138
0	0	0.191345672836418	13.3633759568562	53.0990968475565	36.3040379475627
0	0	0.193096548274137	13.3996442531206	53.086905178809	36.3774791153635
0	0	0.194847423711856	13.4358559614574	53.0735392914936	36.4505434506083
0	0	0.196598299149575	13.4720099963256	53.0590057326735	36.5232274807541
0	0	0.198349174587294	13.50810528873	53.0433284151229	36.5955278151509
0	0	0.200100050025012	13.5441407971703	53.0265358827882	36.6674411927798
0	0	0.201850925462731	13.5801155028853	53.0086425087277	36.7389644608931
0	0	0.20360180090045	13.6160284015744	52.9896603714201	36.8100945385681
0	0	0.205352676338169	13.6518785016951	52.9696005996517	36.8808284092662
0	0	0.207103551775888	13.6876648236001	52.948473601615	36.9511631168657
0	0	0.208854427213607	13.7233863988955	52.926289236421	37.0210957625911
0	0	0.210605302651326	13.7590422699454	52.9030569295911	37.0906235025858
0	0	0.212356178089044	13.7946314894792	52.8787857641275	37.1597435459526
0	0	0.214107053526763	13.8301531202741	52.8534845423011	37.2284531531395
0	0	0.215857928964482	13.8656062348931	52.8271618369584	37.2967496345843
0	0	0.217608804402201	13.9009899154639	52.7998260258485	37.364630349555
0	0	0.21935967983992	13.9363032551988	52.7714887543509	37.4320927126393
0	0	0.221110555277639	13.9715453617204	52.7421650930557	37.4991342081244
